,SA1_7DIGITCODE_2016,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
51253,5111519.0,43,1950,817,370,1699,0.7,1589,2.5
51254,5111520.0,34,2700,928,580,2631,0.8,2568,3.3
51255,5111521.0,69,1600,454,163,883,0.8,652,1.6
51256,5111601.0,46,1800,774,340,2025,0.7,1770,2.5
51257,5111602.0,40,2200,729,400,2107,0.6,1468,2.4
51258,5111603.0,44,1980,727,380,2088,0.7,1812,2.5
51259,5111604.0,43,2000,781,300,1562,0.7,1481,2.4
51260,5111605.0,51,1950,833,300,1937,0.8,1674,2.7
51261,5111606.0,39,2000,711,325,2125,0.7,1812,2.6
51262,5111607.0,36,2340,773,435,2020,0.8,1924,2.8
51263,5111608.0,44,2000,701,200,2073,0.8,2040,2.9
51264,5111609.0,48,1798,828,0,2374,0.7,2041,2.7
51265,5111610.0,45,2340,896,540,2343,0.7,2289,2.9
51266,5111611.0,42,1950,779,400,2125,0.7,1888,2.8
51267,5111612.0,47,1950,595,155,1642,0.8,1302,2.5
51268,5111613.0,41,2400,698,295,1902,0.8,1812,3.0
51269,5111614.0,44,1907,717,420,1812,0.7,1787,2.8
51270,5111615.0,34,2500,935,500,2543,0.8,2465,3.4
51271,5111616.0,42,2100,821,380,2227,0.7,2010,2.7
51272,5111617.0,44,1733,730,0,2045,0.7,1766,2.6
51273,5111618.0,43,1925,644,360,1875,0.7,1671,2.7
51274,5111701.0,28,1733,716,368,1699,0.8,1593,3.1
51275,5111703.0,30,1560,727,323,1474,0.7,1393,2.6
51276,5111704.0,29,1733,603,325,1419,0.8,1333,2.7
51277,5111706.0,29,1950,711,373,1711,0.8,1609,3.2
51278,5111708.0,28,1950,629,325,1708,0.8,1288,2.7
51279,5111709.0,30,1800,667,335,1699,0.8,1658,3.3
51280,5111710.0,32,1517,627,320,1509,0.7,1476,3.0
51281,5111711.0,34,1690,638,320,1152,0.8,1235,2.5
51282,5111712.0,30,1733,717,355,1759,0.7,1691,2.9
51283,5111713.0,32,1534,596,300,1445,0.7,1384,2.9
51284,5111714.0,32,1441,641,350,1787,0.7,1458,2.9
51285,5111715.0,29,1649,617,330,1542,0.8,1278,2.8
51286,5111716.0,31,1733,691,340,1812,0.8,1764,3.1
51287,5111717.0,27,1517,713,300,1511,0.7,1308,2.7
51288,5111718.0,36,1571,588,335,1354,0.7,1257,2.4
51289,5111719.0,29,1837,823,375,1552,0.8,1518,3.1
51290,5111720.0,28,1904,623,365,1850,0.8,1721,3.1
51291,5111721.0,31,1733,661,368,1440,0.8,1445,3.1
51292,5111722.0,27,2000,744,380,1663,0.8,1653,3.5
51293,5111723.0,29,1950,872,380,1802,0.8,1892,3.2
51294,5111724.0,28,2441,868,330,1981,0.8,1944,3.1
51295,5111725.0,33,1820,740,395,1916,0.7,1771,2.9
51296,5111726.0,28,1950,691,398,1792,0.8,1792,3.6
51297,5111801.0,34,2023,728,201,1687,0.7,1416,2.5
51298,5111802.0,33,2029,728,300,1906,0.8,1649,2.6
51299,5111803.0,32,2205,738,400,1895,0.8,1713,2.6
51300,5111804.0,34,1733,789,370,1864,0.8,1658,2.5
51301,5111805.0,33,1441,814,340,1718,0.7,1420,1.9
51302,5111806.0,35,2400,1155,159,2708,0.8,2402,2.8
51303,5111807.0,35,1700,730,350,1583,0.8,1345,2.2
51304,5111808.0,40,2137,846,400,2187,0.6,1886,2.4
51305,5111809.0,38,2167,888,360,2235,0.7,1760,2.5
51306,5111810.0,43,2167,744,395,1708,0.8,1355,2.4
51307,5111811.0,46,2342,1032,450,2482,0.7,2099,2.3
51308,5111812.0,34,1900,866,400,2047,0.7,1692,2.8
51309,5111813.0,33,2084,793,420,1843,0.8,1761,3.0
51310,5111814.0,39,1900,676,350,1720,0.8,1458,2.4
51311,5111815.0,35,2000,807,435,1961,0.7,1842,2.8
51312,5111816.0,47,1738,616,211,1410,0.8,1075,2.0
51313,5111817.0,42,1950,496,300,1462,0.8,1129,2.2
51314,5111818.0,36,1948,849,360,1913,0.8,1454,2.2
51315,5111819.0,39,1863,643,300,1798,0.7,1257,2.3
51316,5111820.0,32,1837,751,373,1732,0.8,1474,2.4
51317,5111821.0,35,1900,526,290,1204,0.8,1139,2.2
51318,5111822.0,35,2000,644,330,1875,0.8,1176,2.0
51319,5111823.0,32,2048,813,370,1859,0.8,1605,2.5
51320,5111824.0,32,1800,620,350,1354,0.8,1264,2.6
51321,5111825.0,36,1800,706,333,1843,0.8,1367,2.3
51322,5111901.0,33,2340,894,388,2270,0.8,2029,2.6
51323,5111902.0,33,2167,805,350,2405,0.8,2104,2.8
51324,5111903.0,38,1842,771,370,2050,0.7,1341,2.3
51325,5111904.0,31,2500,565,310,1843,0.8,1472,2.9
51326,5111905.0,41,0,0,0,0,1.0,0,1.0
51327,5111906.0,0,0,0,0,0,0.0,0,0.0
51328,5111907.0,37,1950,733,400,1593,0.7,1347,2.3
51329,5111908.0,35,2167,819,440,2571,0.8,2211,2.8
51330,5111909.0,31,1988,790,300,1724,0.9,1306,1.9
51331,5111910.0,36,2167,907,425,2457,0.8,2079,2.3
51332,5111911.0,36,2050,1029,440,2380,0.8,2008,2.4
51333,5111912.0,34,2100,1175,350,2843,0.9,2187,2.3
51334,5111913.0,36,2450,842,370,2214,0.8,1656,2.4
51335,5111914.0,37,2113,794,160,2449,0.8,2042,2.8
51336,5111915.0,31,2234,748,360,2133,0.7,1885,2.7
51337,5111916.0,37,2192,980,395,2905,0.8,2214,2.6
51338,5111917.0,33,2450,721,340,2062,0.8,1792,2.6
51339,5111918.0,37,2200,896,345,2444,0.9,2125,2.4
51340,5111919.0,33,1950,638,350,1587,0.9,1368,2.3
51341,5111920.0,39,1800,826,385,1985,0.8,1625,2.4
51342,5111921.0,40,2550,588,350,1781,0.8,1300,2.3
51343,5111922.0,35,2000,584,295,1656,0.8,1158,2.2
51344,5111923.0,33,1733,815,355,2161,0.7,1465,2.2
51345,5111924.0,40,2119,745,380,1625,0.8,1470,2.1
51346,5111925.0,30,1972,725,370,1857,0.9,1687,2.3
51347,5111926.0,32,2133,753,375,1770,0.8,1600,2.5
51348,5111927.0,35,1863,736,375,1640,0.8,1395,2.2
51349,5111928.0,39,1642,593,375,1416,0.7,1107,2.0
51350,5111929.0,36,1950,571,305,1833,0.8,1416,2.2
51351,5111930.0,33,1853,764,350,1825,0.7,1529,2.1
51352,5111931.0,31,2000,740,405,1861,0.8,1687,2.5
51353,5111932.0,35,1975,783,360,1779,0.8,1591,2.2
51354,5111933.0,34,2167,920,400,2269,0.8,2009,2.4
51355,5111934.0,36,2500,971,400,2288,0.7,2023,2.3
51356,5111935.0,32,1767,847,370,1946,0.8,1678,2.2
51357,5111936.0,32,2167,796,400,2044,0.7,1773,2.2
51358,5111937.0,32,2058,823,380,1974,0.8,1651,2.2
51359,5111938.0,29,2000,812,400,1708,0.8,1536,2.2
51360,5111939.0,30,1453,680,285,1406,1.3,1062,2.0
51361,5111940.0,32,1900,658,350,1607,0.8,1404,2.4
51362,5112001.0,52,0,1125,0,0,0.0,0,0.0
51363,5112102.0,39,0,0,0,0,0.0,0,0.0
51364,5112201.0,32,2165,593,305,1562,0.8,1104,2.1
51365,5112202.0,40,1954,686,380,1583,0.7,1367,2.6
51366,5112203.0,32,2000,737,400,1924,0.9,1784,2.7
51367,5112204.0,36,1723,636,360,1562,0.8,1422,2.8
51368,5112205.0,34,1929,590,343,1762,0.8,1312,2.8
51369,5112207.0,39,1517,668,350,1468,0.7,1178,2.2
51370,5112209.0,35,1625,729,365,1542,0.8,1397,2.5
51371,5112210.0,38,1860,711,400,1658,0.8,1444,2.4
51372,5112211.0,34,1741,691,357,1702,0.8,1437,2.4
51373,5112212.0,37,1890,571,370,1339,0.7,1062,2.1
51374,5112214.0,33,1903,679,350,1587,0.8,1308,2.2
51375,5112215.0,38,1800,629,340,1583,0.8,1273,2.5
51376,5112216.0,35,2000,513,320,1274,0.8,1091,2.5
51377,5112217.0,32,2148,875,390,2036,0.8,1895,2.7
51378,5112218.0,33,2098,653,338,1430,0.8,1218,2.2
51379,5112219.0,34,2200,802,420,1988,0.8,1895,2.6
51380,5112220.0,37,2000,672,330,2062,0.8,1731,2.6
51381,5112222.0,30,1907,891,344,1609,1.1,1334,1.7
51382,5112223.0,32,2383,833,310,2281,0.8,1718,2.1
51383,5112224.0,32,2308,609,295,1763,0.8,1402,2.6
51384,5112225.0,35,2100,838,340,2261,0.8,1892,2.5
51385,5112226.0,34,2292,874,395,2384,0.7,1916,2.5
51386,5112227.0,34,2028,864,353,2381,0.8,1875,2.3
51387,5112228.0,41,1340,535,370,1307,0.8,967,2.1
51388,5112229.0,36,2232,712,385,1687,0.8,1649,2.5
51389,5112230.0,35,1712,505,360,1233,0.7,1118,2.5
51390,5112231.0,34,1850,540,300,1968,0.8,921,2.1
51391,5112232.0,33,1820,473,200,1359,0.8,974,2.2
51392,5112233.0,35,1712,620,350,1474,0.8,1190,2.5
51393,5112234.0,38,1751,700,353,1625,0.8,1195,2.4
51394,5112235.0,34,1936,640,370,1833,0.7,1471,2.2
51395,5112236.0,36,1733,661,350,1652,0.7,1339,2.3
51396,5112237.0,36,1998,572,370,1410,0.7,1184,2.4
51397,5112238.0,34,1825,600,330,1424,0.8,1133,2.5
51398,5112241.0,33,1733,678,345,1390,0.9,1348,2.7
51399,5112242.0,30,1925,706,350,1403,0.9,1395,2.6
51400,5112243.0,34,1850,678,394,1583,0.8,1600,2.7
51401,5112244.0,35,1993,670,350,1328,0.8,1333,2.1
51402,5112245.0,32,1733,714,350,1510,0.7,1295,2.3
51403,5112246.0,33,2000,717,350,1716,0.8,1593,2.6
51404,5112247.0,34,2000,619,330,1231,0.7,1169,2.7
51405,5112248.0,39,1700,655,346,1375,0.8,1304,2.6
51406,5112249.0,58,0,700,525,1875,0.8,1687,2.0
51407,5112250.0,30,1750,670,360,1343,0.8,1333,2.9
51408,5112251.0,32,1800,784,370,1678,0.7,1552,2.2
51409,5112252.0,31,2250,878,440,2062,0.8,2010,2.8
51410,5112253.0,32,1810,655,358,1281,0.7,1196,2.4
51411,5112254.0,33,1900,792,385,1857,0.8,1921,3.0
51412,5112255.0,31,1281,758,270,1166,1.1,1030,1.5
51413,5112256.0,34,2163,1146,495,2283,0.7,2028,2.0
51414,5112257.0,29,1733,753,380,1577,0.9,1472,2.7
51415,5112258.0,34,2105,596,333,1420,0.8,1294,2.6
51416,5112259.0,33,1890,685,315,1760,0.9,1433,2.8
51417,5112260.0,31,1867,836,400,1926,0.8,1903,2.5
51418,5112261.0,34,1951,733,395,1781,0.7,1534,2.6
51419,5112301.0,35,2192,803,420,1910,0.8,1924,2.6
51420,5112302.0,36,2015,745,393,2125,0.8,1489,2.2
51421,5112303.0,36,2000,736,395,2154,0.8,1908,2.8
51422,5112304.0,33,2167,1091,405,2319,0.8,2154,2.4
51423,5112305.0,35,2400,1062,400,2166,0.8,1921,2.2
51424,5112306.0,33,2167,882,400,2222,0.7,1702,2.1
51425,5112307.0,41,2165,911,350,2250,0.9,1262,2.0
51426,5112308.0,35,2184,791,415,2154,0.7,1865,2.3
51427,5112309.0,33,1638,780,300,1843,0.9,1364,1.9
51428,5112311.0,33,2000,742,430,2039,0.9,1656,2.6
51429,5112312.0,38,2000,951,380,2625,0.8,2291,2.6
51430,5112313.0,38,2000,919,378,2718,0.8,2136,2.6
51431,5112314.0,38,2167,754,370,2233,0.8,1875,2.5
51432,5112315.0,33,2000,845,350,2013,0.8,1705,2.4
51433,5112316.0,35,2167,803,348,1983,0.9,1687,2.4
51434,5112317.0,33,2000,1179,420,2583,0.7,2329,2.2
51435,5112318.0,35,2150,947,400,2250,0.7,2005,2.3
51436,5112319.0,32,2383,896,400,2236,0.8,2090,2.3
51437,5112320.0,37,2098,704,360,1767,0.8,1492,2.3
51438,5112321.0,35,2187,894,435,2250,0.8,1974,2.2
51439,5112322.0,33,2167,814,400,2312,0.9,2052,2.6
51440,5112323.0,34,2184,895,420,2100,0.8,1852,2.3
51441,5112324.0,35,2000,1059,410,2250,0.6,1803,2.2
51442,5112325.0,31,1733,813,350,1697,1.0,1524,2.1
51443,5112326.0,32,1733,870,300,1895,1.0,1437,1.9
51444,5112327.0,31,1777,597,300,1260,1.1,1042,2.0
51445,5112328.0,30,1500,607,275,1205,1.2,945,1.9
51446,5112329.0,30,1500,756,300,1281,1.1,1153,1.7
51447,5112330.0,28,1312,686,275,1104,1.4,990,1.6
51448,5112331.0,0,0,0,0,0,0.0,0,0.0
51449,5112332.0,33,2100,969,385,2278,0.8,2006,2.2
51450,5112333.0,46,2800,1194,630,2460,0.9,2317,2.0
51451,5112334.0,32,2200,1162,390,2625,1.0,1875,1.7
51452,5112335.0,34,0,1233,0,0,0.0,0,0.0
51453,5112336.0,38,3000,1216,600,2562,0.8,2358,2.2
51454,5112337.0,0,0,0,0,0,0.0,0,0.0
51455,5112401.0,27,1832,424,340,1031,0.8,1086,2.7
51456,5112402.0,25,1606,479,340,2124,0.6,820,2.0
51457,5112403.0,32,1712,544,360,1656,0.8,1138,2.2
51458,5112404.0,30,1820,667,360,1812,0.8,1521,2.4
51459,5112405.0,31,1950,654,350,1721,0.8,1260,2.2
51460,5112406.0,28,1750,654,393,1734,0.9,1644,2.8
51461,5112407.0,32,1517,446,340,1104,0.8,1088,2.3
51462,5112408.0,31,1800,487,330,1178,0.8,939,2.3
51463,5112410.0,28,1759,562,400,1571,0.8,1512,2.8
51464,5112411.0,29,1500,456,320,1166,0.9,1058,2.7
51465,5112412.0,20,0,0,0,0,0.0,0,0.0
51466,5112413.0,44,1950,511,345,1768,0.7,1474,2.7
51467,5112414.0,58,1900,658,440,1444,0.7,1078,2.2
51468,5112415.0,35,2000,575,353,2033,0.7,1678,2.6
51469,5112416.0,32,1950,557,375,1828,0.8,1575,2.7
51470,5112417.0,82,0,462,180,863,0.9,493,1.1
51471,5112418.0,34,2167,695,340,1850,0.8,1519,2.7
51472,5112419.0,30,1855,720,355,1921,0.9,1636,2.6
51473,5112421.0,35,2113,630,300,2042,0.8,1633,2.4
51474,5112422.0,36,2100,568,250,1924,0.8,1390,2.4
51475,5112423.0,35,2471,803,330,2250,0.8,1697,2.4
51476,5112424.0,38,2167,871,450,2210,0.7,1928,2.6
51477,5112426.0,23,2167,177,375,974,0.8,642,3.4
51478,5112427.0,56,1623,358,110,774,0.7,425,1.4
51479,5112429.0,29,2100,489,380,1156,0.7,1333,2.8
51480,5112430.0,33,2262,669,340,1875,0.8,1492,2.4
51481,5112431.0,28,1975,448,260,1446,0.7,1187,2.4
51482,5112432.0,25,1314,303,273,1031,0.8,857,3.0
51483,5112433.0,29,1300,423,330,1117,0.7,1080,2.7
51484,5112434.0,30,2167,548,378,1542,0.8,1451,2.7
51485,5112435.0,26,1780,417,350,1385,0.8,1287,2.9
51486,5112436.0,31,1913,451,320,1312,0.8,1083,2.6
51487,5112437.0,26,2167,374,300,1228,0.8,1071,2.8
51488,5112438.0,31,2167,485,369,1515,0.8,1315,2.6
51489,5112439.0,44,2075,463,280,1291,0.8,752,1.9
51490,5112440.0,31,2167,900,400,3038,0.8,2312,2.6
51491,5112441.0,38,1929,656,410,1843,0.7,1562,2.5
51492,5112442.0,81,0,457,148,887,0.8,509,1.2
51493,5112443.0,30,1517,460,300,1142,0.8,938,2.4
51494,5112444.0,31,1818,604,300,1652,0.7,1132,2.3
51495,5112445.0,84,0,479,159,824,0.9,535,1.2
51496,5112446.0,34,2029,846,360,2347,0.8,1958,2.6
51497,5112447.0,28,2100,632,390,1649,0.8,1512,2.5
51498,5112501.0,41,1907,746,465,2428,0.7,2299,2.9
51499,5112502.0,42,1725,598,500,2136,0.7,2019,3.1
51500,5112504.0,38,2600,895,540,3031,0.8,3078,3.5
51501,5112505.0,41,2000,838,510,2781,0.7,2718,3.2
51502,5112506.0,37,1800,535,500,1937,0.8,2031,3.4
51503,5112507.0,32,2037,692,400,1850,0.8,1875,3.1
51504,5112509.0,36,2342,814,484,2374,0.8,2454,3.3
51505,5112510.0,53,2500,618,375,1449,0.6,1420,2.3
51506,5112511.0,41,2234,692,500,1792,0.7,1674,2.9
51507,5112512.0,46,2000,727,450,2594,0.7,2416,3.1
51508,5112513.0,37,2000,785,450,2263,0.8,2208,3.2
51509,5112514.0,36,2200,787,495,2424,0.8,2424,3.5
51510,5112515.0,34,2000,832,450,2514,0.8,2288,3.1
51511,5112516.0,45,3125,711,480,2312,0.6,2550,3.2
51512,5112517.0,38,2029,776,479,2240,0.8,2250,3.2
51513,5112518.0,37,2167,778,500,2449,0.8,2600,3.5
51514,5112519.0,42,1733,647,450,2074,0.8,1932,3.0
51515,5112520.0,35,2167,567,400,1699,0.7,1691,3.0
51516,5112521.0,32,2167,713,498,2562,0.8,2692,3.6
51517,5112522.0,36,2167,630,468,2062,0.8,2236,3.2
51518,5112524.0,36,1950,759,525,2519,0.8,2411,3.2
51519,5112525.0,35,2167,704,480,1825,0.7,1728,2.8
51520,5112526.0,36,1950,673,495,2166,0.8,2131,3.4
51521,5112527.0,40,2000,575,485,1625,0.7,1542,2.8
51522,5112528.0,35,1950,707,510,2531,0.9,2643,3.6
51523,5112529.0,36,2498,745,460,2229,0.8,2250,3.4
51524,5112601.0,0,0,0,0,0,0.0,0,0.0
51525,5112701.0,34,1950,559,310,1765,0.9,1571,3.1
51526,5112702.0,35,1733,659,369,1625,0.7,1387,2.7
51527,5112704.0,32,1821,720,400,1643,0.8,1591,3.0
51528,5112706.0,29,1800,646,360,1413,0.9,1401,2.6
51529,5112707.0,30,2167,695,445,1910,0.8,1817,3.2
51530,5112708.0,31,2000,718,400,1850,0.8,1715,3.0
51531,5112714.0,30,1925,622,345,1312,0.9,1219,2.7
51532,5112715.0,31,1800,575,350,1409,0.8,1243,2.7
51533,5112716.0,31,2000,646,370,1487,0.9,1517,2.9
51534,5112718.0,31,1700,596,355,1525,0.9,1448,2.8
51535,5112719.0,30,1800,519,368,1305,0.9,1341,2.7
51536,5112720.0,31,1500,507,358,1262,0.7,1189,2.6
51537,5112721.0,31,1559,596,340,1300,0.9,1164,2.5
51538,5112722.0,31,1882,513,350,1171,0.8,1068,2.5
51539,5112723.0,31,1603,559,350,1553,0.8,1437,2.3
51540,5112724.0,31,1800,644,375,1547,0.8,1309,2.4
51541,5112725.0,30,1733,502,350,1230,0.9,1119,2.6
51542,5112726.0,30,1733,585,365,1303,1.0,1331,2.6
51543,5112727.0,31,1951,617,360,1708,0.9,1704,3.3
51544,5112728.0,45,1296,494,350,1339,0.7,762,2.1
51545,5112729.0,29,1720,526,380,1580,0.9,1542,2.8
51546,5112730.0,32,1800,585,390,1517,0.8,1507,2.7
51547,5112731.0,33,1950,496,360,1187,0.8,1138,2.8
51548,5112732.0,31,1956,616,380,1519,0.9,1527,2.9
51549,5112733.0,30,2188,779,360,1962,0.9,1789,3.0
51550,5112734.0,30,1643,662,370,1270,0.9,1274,2.4
51551,5112735.0,29,1733,615,380,1462,0.8,1391,2.7
51552,5112736.0,29,2100,533,370,1444,0.8,1437,2.9
51553,5112737.0,31,2100,692,350,1644,0.9,1544,2.9
51554,5112738.0,30,1850,672,383,1631,0.9,1554,2.9
51555,5112739.0,30,1950,678,400,1674,0.8,1678,3.1
51556,5112740.0,29,2167,683,375,1587,0.8,1600,3.0
51557,5112741.0,29,1733,474,395,1360,0.8,1337,3.0
51558,5112742.0,32,1885,627,365,1687,0.7,1531,2.5
51559,5112801.0,34,1532,665,365,1401,0.7,1317,2.3
51560,5112802.0,41,1950,815,380,1875,0.7,1662,2.3
51561,5112803.0,36,1733,670,325,1702,0.7,1512,2.5
51562,5112804.0,40,1733,670,380,1812,0.8,1765,2.9
51563,5112805.0,38,1517,541,370,1412,0.7,1287,2.7
51564,5112806.0,37,1950,812,360,1850,0.7,1656,2.7
51565,5112807.0,37,1733,702,330,1812,0.7,1357,2.3
51566,5112808.0,0,0,0,0,0,0.0,0,0.0
51567,5112809.0,40,2050,729,350,2038,0.7,1596,2.6
51568,5112810.0,37,1690,618,360,1571,0.7,1458,2.5
51569,5112811.0,38,1771,542,330,1762,0.7,1481,2.5
51570,5112812.0,42,2020,547,330,1437,0.6,1232,2.4
51571,5112813.0,41,1668,667,300,1611,0.6,1193,2.1
51572,5112814.0,34,1742,617,325,1614,0.8,1383,2.5
51573,5112815.0,42,1950,662,360,2026,0.6,1647,2.5
51574,5112816.0,38,1900,730,368,1791,0.7,1343,2.5
51575,5112818.0,31,1774,542,368,1446,0.8,1331,2.6
51576,5112819.0,32,1733,588,350,1333,0.8,1254,2.6
51577,5112820.0,37,1733,593,355,1555,0.8,1424,2.7
51578,5112821.0,37,1644,630,325,1625,0.8,1542,2.7
51579,5112822.0,39,1517,623,350,1352,0.7,1274,2.4
51580,5112823.0,35,1900,662,360,1778,0.8,1406,2.6
51581,5112824.0,40,1560,626,380,1765,0.7,1480,2.6
51582,5112825.0,44,1832,683,360,1819,0.7,1718,2.6
51583,5112826.0,44,1733,733,360,1770,0.7,1396,2.4
51584,5112827.0,44,1910,780,360,2136,0.7,1828,2.6
51585,5112828.0,37,1842,603,365,1770,0.7,1542,2.5
51586,5112829.0,42,1625,632,330,1899,0.7,1488,2.7
51587,5112830.0,41,1700,632,360,1550,0.7,1357,2.4
51588,5112831.0,41,1649,707,360,1916,0.7,1862,2.8
51589,5112832.0,38,1692,606,400,1638,0.7,1295,2.6
51590,5112833.0,37,1512,562,330,1281,0.8,1105,2.2
51591,5112834.0,36,1821,655,365,1625,0.7,1433,2.8
51592,5112835.0,41,1716,609,365,1670,0.7,1468,2.4
51593,5112836.0,39,1900,669,320,1699,0.7,1437,2.4
51594,5112837.0,49,1500,770,320,1579,0.7,1117,2.2
51595,5112901.0,38,2167,629,370,1735,0.8,1487,2.6
51596,5112902.0,43,2275,772,398,2535,0.7,2178,2.9
51597,5112903.0,39,2600,769,390,2187,0.8,1854,2.6
51598,5112904.0,45,3000,819,395,2700,0.8,1963,2.8
51599,5112905.0,46,4000,780,554,3399,0.7,3062,2.8
51600,5112906.0,45,3000,767,485,2826,0.8,2365,2.9
51601,5112907.0,46,2167,830,440,2799,0.8,2525,2.6
51602,5112908.0,75,2500,492,310,1562,0.7,752,1.8
51603,5112909.0,40,2200,493,470,2022,0.7,1625,3.0
51604,5112910.0,37,2043,746,420,2107,0.8,1937,2.9
51605,5112911.0,34,1500,606,400,1739,0.9,1770,3.2
51606,5112912.0,40,2000,681,378,1649,0.8,1533,2.7
51607,5112913.0,41,2167,525,420,1721,0.8,1562,2.8
51608,5112914.0,34,2105,506,400,1583,0.8,1431,2.9
51609,5112915.0,47,2500,606,400,2083,0.8,1892,3.1
51610,5112916.0,37,1600,795,500,2781,0.8,2416,3.1
51611,5112917.0,51,2000,575,202,2611,0.8,1569,2.5
51612,5112918.0,46,2100,776,420,2856,0.7,2405,2.7
51613,5112919.0,39,2584,864,400,2312,0.8,2041,2.7
51614,5112920.0,45,2167,658,450,2113,0.7,1952,2.9
51615,5112921.0,42,2167,660,370,2083,0.7,1839,2.8
51616,5112922.0,37,2143,629,380,1569,0.8,1476,2.9
51617,5112923.0,37,2000,592,400,1875,0.8,1583,2.8
51618,5112924.0,39,2167,508,390,1674,0.8,1258,2.5
51619,5112925.0,37,2000,598,420,1836,0.8,1489,2.9
51620,5112926.0,39,2500,543,450,1962,0.8,1854,3.2
51621,5112927.0,36,1950,747,330,1897,0.8,1439,2.5
51622,5112928.0,44,2058,707,400,2055,0.7,1821,2.8
51623,5112929.0,35,2000,669,380,1859,0.7,1521,2.4
51624,5112930.0,43,2709,774,522,3143,0.7,2312,2.9
51625,5112931.0,50,3184,792,420,2700,0.7,1875,2.7
51626,5112932.0,43,1975,678,375,2036,0.7,1760,2.7
51627,5112933.0,42,1600,369,510,1625,0.8,1449,3.4
51628,5113001.0,37,0,1125,0,0,0.0,0,0.0
51629,5113101.0,37,2100,681,418,1951,0.8,1812,2.8
51630,5113102.0,37,2000,672,400,2050,0.9,1942,3.1
51631,5113103.0,56,1500,460,150,1354,0.8,1057,2.3
51632,5113104.0,40,1928,765,418,2143,0.8,2088,3.0
51633,5113105.0,36,2000,695,395,2125,0.8,2048,3.1
51634,5113106.0,42,1950,582,400,1660,0.7,1568,2.8
51635,5113107.0,36,2234,558,370,1875,0.9,1541,3.0
51636,5113108.0,36,1975,575,435,1875,0.8,1825,3.3
51637,5113109.0,38,1900,680,360,2137,0.8,2039,3.1
51638,5113110.0,38,2167,626,430,2078,0.8,1937,3.1
51639,5113111.0,42,1733,548,403,1764,0.8,1737,3.0
51640,5113112.0,38,1950,671,400,2102,0.8,2010,3.0
51641,5113113.0,38,2000,639,400,1767,0.8,1778,3.1
51642,5113114.0,43,2000,595,423,2132,0.7,2075,3.0
51643,5113115.0,37,2383,660,438,1987,0.8,1841,2.9
51644,5113116.0,38,1996,597,408,2154,0.8,1713,3.0
51645,5113117.0,38,1950,632,430,2140,0.8,2015,3.2
51646,5113118.0,37,2200,669,400,2026,0.8,1875,3.1
51647,5113119.0,35,2167,652,400,1944,0.8,1852,3.1
51648,5113120.0,38,1820,715,398,2011,0.8,1692,3.0
51649,5113121.0,41,2200,656,510,2094,0.8,2050,3.0
51650,5113122.0,41,2000,519,475,2250,0.7,1875,3.0
51651,5113123.0,39,2123,641,445,1908,0.8,1784,3.1
51652,5113124.0,43,1817,710,462,2299,0.7,2113,2.8
51653,5113125.0,39,1900,647,430,2069,0.9,1807,3.2
51654,5113126.0,40,1975,589,465,1949,0.8,1766,3.0
51655,5113127.0,41,2000,593,418,1713,0.7,1583,2.9
51656,5113128.0,39,1733,520,430,1875,0.8,1765,2.9
51657,5113129.0,38,1904,665,405,1906,0.8,1860,2.9
51658,5113130.0,40,1733,659,420,1781,0.8,1646,2.9
51659,5113131.0,39,1858,489,217,1605,0.8,1281,2.6
51660,5113132.0,35,1993,655,450,2147,0.8,2080,3.2
51661,5113133.0,36,2167,690,440,2054,0.9,2009,3.3
51662,5113134.0,42,2167,539,400,1775,0.8,1669,2.9
51663,5113135.0,39,1800,588,450,2291,0.8,2229,3.2
51664,5113136.0,38,2167,680,430,2143,0.8,1924,3.1
51665,5113137.0,37,2000,633,400,1852,0.8,1701,2.9
51666,5113138.0,37,2253,740,450,1916,0.8,1907,3.2
51667,5113139.0,39,2000,578,430,2068,0.8,1862,3.1
51668,5113201.0,31,1487,447,320,1204,0.8,1093,2.6
51669,5113202.0,34,2000,575,400,1781,0.9,1841,3.5
51670,5113203.0,32,1905,618,380,1573,0.8,1537,2.8
51671,5113204.0,35,1408,572,340,1437,0.8,1273,2.6
51672,5113205.0,34,1600,604,350,1613,0.8,1426,3.0
51673,5113206.0,33,1647,667,300,1550,0.8,1268,2.6
51674,5113207.0,36,1789,655,380,1471,0.7,1430,2.5
51675,5113208.0,36,1733,626,320,1478,0.8,1347,2.7
51676,5113209.0,0,0,0,0,0,0.0,0,1.0
51677,5113210.0,36,1733,575,310,1375,0.8,1183,2.4
51678,5113211.0,33,1779,680,360,1672,0.8,1601,2.8
51679,5113212.0,31,1700,711,350,1437,0.9,1298,2.4
51680,5113213.0,33,2250,751,360,1937,0.8,1613,2.7
51681,5113214.0,35,1663,590,350,1557,0.8,1538,2.7
51682,5113215.0,44,1728,511,318,1300,0.7,1176,2.5
51683,5113216.0,32,1600,561,400,1518,0.8,1525,3.2
51684,5113217.0,31,1404,473,300,1302,0.9,1170,2.8
51685,5113218.0,37,1624,502,323,1292,0.8,1190,2.7
51686,5113219.0,36,2000,553,420,1589,0.7,1390,2.8
51687,5113220.0,51,1777,557,400,1300,0.7,1201,2.5
